Id,Title,DemographicType,Type,PublishingStatus,TotalVolumes,MainImageUrl
15833,Keikoku no Shitateya Rose Bertin,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/241614l.jpg
15834,Days: Fragment,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/255842l.jpg
15835,Golden Age,Shounen,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/3/83779l.jpg
15836,Musume. Monogatari,Shoujo,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/252507l.jpg
15837,Kimi wa Mendou na Konyakusha,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/246824l.jpg
15838,Be Maximum,Shoujo,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/18527l.jpg
15839,Danchi Tomoo,Seinen,Manga,Finished,33,https://cdn.myanimelist.net/images/manga/1/86209l.jpg
15840,Nibun no Wan! Ouji,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/3/269056l.jpg
15841,Kanbayashi & Kirika series,Shoujo,Manga,Finished,22,https://cdn.myanimelist.net/images/manga/1/55289l.jpg
15842,Shikizm,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/64375l.jpg
15843,Gu Ra Me!: Daisaishou no Ryourinin,Seinen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/2/164784l.jpg
15844,Shimaman,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/117447l.jpg
15845,Football Nation,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/127447l.jpg
15846,Hanasaka!,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/149875l.jpg
15847,Rondo Capricione,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/12789l.jpg
15848,Tamahagane,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/196754l.jpg
15849,Ano Natsu ga Owaru,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/17698l.jpg
15850,Shuugaku Ryokou,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/22637l.jpg
15851,Kanojo no Tomodachi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/26998l.jpg
15852,Tentai Senshi Sunred SP,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/4/29967l.jpg
15853,Angelmois Please,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/43811l.jpg
15854,Chuutai Afro Tanaka,Seinen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/3/169044l.jpg
15855,Lady Love,Shoujo,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/2/96003l.jpg
15856,Boku ga Josou shite Hiitemitara Baresou na Ken,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/172068l.jpg
15857,Yarukkya Knight,Shounen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/2/109039l.jpg
15858,Libido Hunter Takeru,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/172649l.jpg
15859,"Elevator Ecchi, Mirarechatta!",Josei,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/2/128187l.jpg
15860,Goutou vs Gouyoku,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/126439l.jpg
15861,Kojirase Holic,Seinen,Manga,Finished,,https://cdn.myanimelist.net/images/manga/3/126861l.jpg
15862,Abe-kun no Nanokakan Sensen,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/133377l.jpg
15863,Box!,Shounen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/187208l.jpg
15864,30cm Star,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/143059l.jpg
15865,Taifuu no Hi,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/166349l.jpg
15866,Ebisu Ginza Tengoku,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/168716l.jpg
15867,AV na Kanojo,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/182638l.jpg
15868,Ashita Tenki ni Naare,Shounen,Manga,Finished,58,https://cdn.myanimelist.net/images/manga/2/196956l.jpg
15869,Hotaru no Hikari SP,Josei,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/202006l.jpg
15870,Hell Buster: Jigoku wo Karu Mono,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/203558l.jpg
15871,Neko Danshi: Nyankee High School,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/225411l.jpg
15872,Ai ni nante Oborenai,Josei,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/232357l.jpg
15873,Hanamatsu Ibara: Meguru Haru,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/222905l.jpg
15874,Shijin-sou no Satsujin,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/227276l.jpg
15875,Nenkin Ningen Hitomoji,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/245714l.jpg
15876,Koutei-tsuki Nyokan wa Hanayome toshite Nozomarechuu,Shoujo,LightNovel,Publishing,,https://cdn.myanimelist.net/images/manga/1/243476l.jpg
15877,Chorokute Kawaii,Shoujo,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/243773l.jpg
15878,One Night Morning,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/246869l.jpg
15879,Hanabi wa Samenai Yume wo Miru,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/267865l.jpg
15880,Ura de Yancha na Gouinda-san,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/277937l.jpg
15881,133 cm no Keshiki,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/286591l.jpg
15882,Ushiharu,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/246039l.jpg
15883,Kampfgruppe ZBV,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/167678l.jpg
15884,C[si:],Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/31161l.jpg
15885,Yokubou Kansen,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/37869l.jpg
15886,Dakara Kaneda wa Koi ga Dekinai,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/82672l.jpg
15887,Sea Glass,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/210330l.jpg
15888,Fushidara: Tsuma ga Furin wo Suru Riyuu,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/203927l.jpg
15889,Gohoubi Gohan,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/216844l.jpg
15890,Koi no Hana Chiru Furu,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/11636l.jpg
15891,El Halcon,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/33533l.jpg
15892,The Manzai Comics,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/16512l.jpg
15893,Waratte Himiko-san,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/22434l.jpg
15894,Shukyuden - Field no Okami FW Jin,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/31986l.jpg
15895,Hiiro no Sasayaki,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/38912l.jpg
15896,Zanzou,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/42704l.jpg
15897,Akuma de Moteru xxx,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/207500l.jpg
15898,Shiawase Restaurant,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/64215l.jpg
15899,Revolution No.3,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/76107l.jpg
15900,Moonrakers,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/121541l.jpg
15901,Layer x Layer,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/131911l.jpg
15902,Fukufuku Fu-nya~n New,Josei,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/3/146017l.jpg
15903,Mammoth,Shounen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/1/151376l.jpg
15904,Misekko shinai?,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/159723l.jpg
15905,Sailor Zombie,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/165183l.jpg
15906,Paraiso,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/178163l.jpg
15907,Saiyuuki: Dice of Destiny,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/233356l.jpg
15908,Zantei Kanojo: Binkan Fighter,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/171214l.jpg
15909,Monster ni Kiss wo,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/179449l.jpg
15910,Aka-chan no Host,Josei,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/3/192571l.jpg
15911,Ihotose Box,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/199855l.jpg
15912,Kiss no Hanataba wo Kimi ni,Josei,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/203202l.jpg
15913,Oishii Sanshimai,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/203688l.jpg
15914,Dannasama no Atama ga Kemono nano wa Doumo Watashi no Sei Rashii,Shoujo,LightNovel,Finished,2,https://cdn.myanimelist.net/images/manga/1/222518l.jpg
15915,"Hatsukoi Usubeniiro Shinjuu: Amai Nakigoe wa, Anata ni dake",Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/240079l.jpg
15916,Yggdra Silver,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/242977l.jpg
15917,Koishite! Runa Kiss,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/2/179444l.jpg
15918,Toshiue no Dannasama,Josei,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/266263l.jpg
15919,Kyuuso no Chigiri: Itsuwari no Ω,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/263654l.jpg
15920,Kururun☆Lieru Change!,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/147185l.jpg
15921,Go-On!,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/179884l.jpg
15922,Secret Garden,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/142911l.jpg
15923,Niko to Fukigen na Shitsuji,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/180886l.jpg
15924,Scared,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/201651l.jpg
15925,Deathpedia,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/276878l.jpg
15926,Pakka,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/248510l.jpg
15927,Tensei shitara Hime Datta node Dansou Joshi Kiwamete Saikyou Mahoutsukai Mezasu wa.,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/269356l.jpg
15928,Vaizard,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/1592l.jpg
15929,Shikigami no Shiro: Nejireta Shiro-hen,Seinen,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/2/207269l.jpg
15930,Roma e no Michi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/262313l.jpg
15931,Fairy,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/207497l.jpg
15932,Strawberry Palace,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/30834l.jpg
15933,Osorubeki Kodomotachi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/262307l.jpg
15934,Kekkon Shiyou yo,Seinen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/24477l.jpg
15935,Pretty Mania,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/32853l.jpg
15936,Gonta!,Shounen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/43020l.jpg
15937,Hangyaku no kamon,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/59021l.jpg
15938,Hime-hajike,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/202943l.jpg
15939,Dragon Quest: Seirei Rubis Densetsu,Shounen,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/3/66849l.jpg
15940,Rontai Baby,Shoujo,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/2/78179l.jpg
15941,Koiiro Ryokan,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/90577l.jpg
15942,Dohii! Obake ga Boku wo Penpen Naguru!,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/126425l.jpg
15943,Hitsugi Tantei D&W,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/141683l.jpg
15944,"Sensei, Machigattemasu.",Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/166250l.jpg
15945,Aruite Ikou,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/152632l.jpg
15946,Kenta Yarimasu!,Shounen,Manga,Finished,26,https://cdn.myanimelist.net/images/manga/1/154848l.jpg
15947,Tsuki wo Sasu Yubi,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/166318l.jpg
15948,Kuroneko Series,Seinen,Manga,Finished,,https://cdn.myanimelist.net/images/manga/2/189491l.jpg
15949,Gomix,Shoujo,Manga,Finished,,https://cdn.myanimelist.net/images/manga/1/190079l.jpg
15950,Atari no Kitchen!,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/202210l.jpg
15951,Smile Death Match,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/203530l.jpg
15952,Raven Burai,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/4/209148l.jpg
15953,Lock Up Prince,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/222504l.jpg
15954,Circus no Musume Olga,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/224852l.jpg
15955,Boku to Majo ni Tsuite no Bibouroku,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/265974l.jpg
15956,An Gura,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/280022l.jpg
15957,"Shiitagerareshi Reijou wa, Sekaiju no Aruji ni Narimashita",Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/258269l.jpg
15958,"Hinata-san, Hoshino desu.",Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/273234l.jpg
15959,Katazukerarenai Kamisama,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/267460l.jpg
15960,Kinpatsu no Sougen,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/18452l.jpg
15961,Raburin Ice Cream,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/81764l.jpg
15962,Dr. Ginko wa Tadaima Chiryouchuu,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/228322l.jpg
15963,Tenshitachi no Shinkaron,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/4/20287l.jpg
15964,Majokko Vivian,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/177522l.jpg
15965,Marine Hunter,Shounen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/39671l.jpg
15966,Étoile Girl,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/72345l.jpg
15967,Fortune Quest,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/74009l.jpg
15968,Kyokutou Prison,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/76557l.jpg
15969,Issho ni Kaero.,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/129547l.jpg
15970,Bukita-kun,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/165188l.jpg
15971,Atokata no Machi,Josei,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/167225l.jpg
15972,Warui Ko demo Ii no,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/216640l.jpg
15973,Zokugun Hijikata Toshizou,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/235007l.jpg
15974,Gishin Eiyuu no Amadeus,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/228160l.jpg
15975,Ookami no Musume,Josei,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/278665l.jpg
15976,Dendou Oujisama Takahashi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/7634l.jpg
15977,Hitosaki no Hana,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/16676l.jpg
15978,Aka no Sumika,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/24642l.jpg
15979,Nanka Youkai!?,Shounen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/2/38909l.jpg
15980,Senjou no Valkyria 3: Na mo Naki Chikai no Hana,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/184041l.jpg
15981,Moujuu,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/268981l.jpg
15982,Sweet Sister,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/95579l.jpg
15983,Hard & Loose: Shiritsu Tantei Toki Shouzou Trouble Note,Seinen,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/3/129675l.jpg
15984,Ai Monogatari,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/131871l.jpg
15985,Makoto,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/158246l.jpg
15986,Fukashigi Triang,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/162257l.jpg
15987,Food Fighter Tabelu,Shounen,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/2/172739l.jpg
15988,Bouken shitemo Ii Koro,Seinen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/2/180710l.jpg
15989,Tokumei no Kanojo-tachi,Seinen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/1/195309l.jpg
15990,Kyuutei Gaka no Urusai Blanca,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/210035l.jpg
15991,Kuruizuma,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/206537l.jpg
15992,Mankai Kanojo,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/202245l.jpg
15993,Trance x Ecstasy,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/206203l.jpg
15994,Tsubame no Hasami,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/222910l.jpg
15995,Kiss shitai tte Nedattemiro yo,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/224162l.jpg
15996,Ichido wa Kanojo ni Nattemitai!,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/221768l.jpg
15997,Trigger Keeper,Shounen,Manga,Finished,,https://cdn.myanimelist.net/images/manga/1/249702l.jpg
15998,Niramekko,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/249032l.jpg
15999,Tamako Teishoku: Chuumon no Iranai Omise,Josei,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/1/254003l.jpg
16000,Sakana Shakai,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/264051l.jpg
16001,Project X: 7-Eleven,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/24727l.jpg
16002,Anata to Ecchi,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/32354l.jpg
16003,Fushigi Tsuuhan Kerorindou,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/41024l.jpg
16004,Kimi no Na wa Deborah,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/10884l.jpg
16005,Yoshitoo-sama!,Shounen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/3/160085l.jpg
16006,Flexible Kid,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/70141l.jpg
16007,Taishi Kakka no Ryourinin,Seinen,Manga,Finished,25,https://cdn.myanimelist.net/images/manga/3/78335l.jpg
16008,1-2 Fan Club,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/157787l.jpg
16009,Tsurezure Diary,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/185959l.jpg
16010,Hito no Ko,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/207634l.jpg
16011,Honke no Yome,Josei,Manga,Finished,20,https://cdn.myanimelist.net/images/manga/2/229442l.jpg
16012,Otto ni Koishicha Dame desu ka?,Josei,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/3/237648l.jpg
16013,You've Gotta Love Song: Torikai Akane Tanpenshuu,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/259975l.jpg
16014,Kanakana,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/255012l.jpg
16015,Aya no Kisetsu,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/120837l.jpg
16016,Mizu no Senritsu,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/11153l.jpg
16017,Leader's High!,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/13883l.jpg
16018,Akai Ichigo ni Kuchibiru wo,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/14700l.jpg
16019,Ai no Akashi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/267523l.jpg
16020,Yaoyoro!,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/177132l.jpg
16021,Oni,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/18435l.jpg
16022,Yumemiru Angel Blue,Shoujo,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/35403l.jpg
16023,Busu to Himegimi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/32845l.jpg
16024,17-sai: Tabidachi no Futari,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/36153l.jpg
16025,Senmu Shima Kousaku,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/129007l.jpg
16026,Kurogane Girl,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/41221l.jpg
16027,Asoviva,Seinen,Manga,OnHiatus,1,https://cdn.myanimelist.net/images/manga/1/42639l.jpg
